degree,count
32,5
16,37
54,2
38,6
26,9
15,47
30,6
51,1
50,2
11,114
21,17
25,7
18,21
31,5
24,6
29,2
8,243
40,6
39,1
9,175
28,6
13,72
7,360
10,141
6,514
5,870
4,11
517,1
210,1
172,1
157,1
117,1
134,1
217,1
51,2
101,1
82,1
66,2
52,1
47,7
32,7
110,1
75,1
60,1
40,5
43,1
49,1
33,9
34,5
84,1
46,2
42,7
28,8
48,1
72,1
67,1
26,20
62,1
61,1
76,1
50,1
27,9
81,1
20,22
21,12
30,4
15,42
38,3
22,19
31,8
23,12
29,8
41,2
45,1
59,2
18,31
35,3
10,119
17,28
12,81
25,8
37,2
14,48
13,53
19,19
24,10
16,26
11,113
8,267
36,1
39,1
6,544
7,352
9,187
4,23
5,842
440,1
184,1
100,1
119,1
112,1
123,1
58,1
80,1
117,1
129,1
57,2
133,1
191,1
113,1
99,1
55,2
60,1
44,3
42,4
65,2
61,1
45,3
39,4
14,54
70,1
29,4
43,4
53,4
28,15
30,7
73,1
48,3
72,1
46,2
64,1
35,4
33,6
26,7
67,1
15,47
24,9
23,13
34,5
47,2
36,4
27,4
16,44
56,1
52,1
40,1
18,27
20,11
32,3
31,3
11,111
22,18
13,55
41,3
12,86
21,20
25,12
19,16
37,2
9,169
38,4
7,362
17,26
10,155
8,237
6,546
5,840
4,11
3,1
537,1
169,1
142,1
50,2
62,2
117,1
102,1
123,1
60,1
100,1
72,1
98,1
103,1
65,2
76,1
73,2
29,9
57,3
99,1
45,1
24,11
43,3
46,1
37,2
64,1
104,1
40,4
52,3
79,1
42,1
25,11
44,2
39,1
70,1
54,1
32,4
17,24
26,7
36,2
27,6
95,1
56,1
71,1
31,10
22,12
48,1
34,8
19,26
41,6
23,11
47,4
58,1
20,21
18,21
35,1
59,2
12,88
28,10
21,18
38,2
13,77
33,4
7,383
11,104
14,36
16,35
15,47
9,182
63,1
8,258
10,131
30,1
5,846
6,522
4,7
444,1
170,1
82,2
180,1
118,1
134,1
68,3
96,1
67,1
144,1
80,1
52,3
95,1
65,1
20,33
45,3
48,2
12,77
66,2
109,1
44,4
36,8
90,1
72,2
50,1
30,6
42,1
35,5
56,1
49,2
57,2
99,1
22,9
28,8
32,3
60,1
34,5
26,9
25,11
29,7
39,4
21,16
15,40
58,1
27,10
16,40
33,4
14,54
41,1
61,1
31,6
18,24
23,10
43,2
13,73
40,3
17,28
24,11
54,1
46,1
7,310
11,116
10,130
38,3
9,191
8,270
19,20
6,545
5,850
4,10
3,1
459,1
158,1
82,2
303,1
206,1
59,3
55,1
220,1
30,4
87,1
105,1
48,2
84,2
61,1
50,4
60,2
76,1
26,8
24,11
99,1
83,1
39,5
43,5
28,6
38,4
42,5
63,1
49,2
19,20
18,23
33,3
34,4
68,2
53,1
22,17
32,5
23,19
15,44
17,26
29,6
31,8
67,1
47,2
37,3
36,3
45,1
44,2
21,19
27,7
20,21
40,2
14,50
41,5
10,155
16,31
12,94
25,6
11,111
46,1
13,61
7,361
6,550
8,252
35,2
9,156
5,837
4,11
382,1
198,1
248,1
232,1
49,2
64,1
95,1
114,1
104,1
28,4
75,1
86,1
162,1
79,1
90,1
63,2
80,1
62,1
83,1
16,29
93,1
34,11
50,3
21,16
26,13
87,1
57,1
51,3
19,15
48,2
33,5
59,2
65,1
69,1
20,22
38,3
42,2
35,3
56,2
52,2
22,16
39,3
27,8
30,7
32,6
46,2
14,68
31,6
10,139
67,1
23,18
36,3
66,1
11,103
12,85
29,4
55,1
15,45
18,23
25,10
40,2
41,3
54,1
17,27
24,7
37,1
9,179
13,59
8,249
6,557
5,842
7,353
4,9
319,1
328,1
127,1
74,1
101,1
155,2
46,1
93,1
63,1
68,1
48,4
51,1
65,1
49,2
62,2
21,20
69,1
33,8
76,1
58,1
117,1
56,1
70,2
44,2
39,5
84,1
32,5
43,3
54,1
45,3
75,1
30,4
31,6
71,1
29,8
47,1
15,41
42,3
27,11
26,10
17,21
66,2
24,9
59,1
23,15
35,3
19,21
40,1
36,4
72,1
78,1
37,3
25,12
34,8
18,24
28,7
16,40
20,24
11,102
13,62
38,3
12,67
22,13
14,65
10,151
55,1
50,1
6,549
8,259
5,849
41,1
9,167
7,335
4,16
392,1
142,1
231,1
189,1
131,1
100,1
118,1
156,1
105,1
62,1
68,2
103,1
36,8
51,1
42,1
87,1
91,2
44,4
23,18
65,1
58,2
104,1
80,2
27,7
32,4
59,2
43,3
47,1
49,2
46,1
39,3
37,5
52,1
30,5
60,1
48,2
25,12
34,5
28,8
57,1
26,5
22,16
38,4
24,9
61,1
20,22
79,1
33,3
14,61
69,1
71,1
31,4
13,45
35,4
41,2
15,43
18,31
11,109
12,77
29,6
21,16
16,34
19,25
9,183
17,41
10,122
8,262
5,846
6,528
7,370
4,11
498,1
153,1
133,1
106,1
129,1
165,1
90,1
53,4
158,1
46,2
80,1
79,1
20,28
56,1
52,1
71,1
77,2
49,1
101,1
72,1
67,2
57,3
26,10
44,3
58,1
32,3
39,5
37,3
27,10
35,3
50,1
104,1
33,5
36,4
51,1
73,1
63,1
48,2
41,2
18,33
42,1
43,2
30,9
22,16
61,1
76,1
47,2
21,24
34,2
16,32
31,1
40,1
12,80
17,20
45,1
24,13
19,22
29,6
54,1
25,16
11,121
28,10
15,39
23,13
38,1
13,66
10,131
7,343
14,47
8,250
5,849
9,169
6,549
4,14
3,1
308,1
287,1
259,1
133,1
105,1
106,1
123,1
78,1
69,2
82,2
59,1
60,2
61,2
38,5
68,1
119,1
90,2
64,1
57,3
55,3
80,2
100,1
14,64
36,3
43,3
37,1
65,1
86,1
30,5
31,6
18,26
28,8
70,1
121,1
24,16
53,1
40,2
49,1
27,11
45,1
15,44
26,7
39,3
10,125
35,7
25,14
34,5
20,12
33,4
44,2
50,2
13,76
21,19
22,13
9,187
16,33
11,114
19,23
52,2
29,6
12,84
48,1
23,7
17,30
7,360
8,242
6,512
5,871
4,7
604,1
272,1
143,1
59,2
60,1
100,1
36,7
75,1
48,1
78,2
56,1
137,1
49,3
80,1
46,4
168,1
22,11
112,1
10,119
17,37
42,5
44,5
25,12
94,1
41,4
29,7
51,1
45,1
27,13
72,1
95,1
92,1
26,11
89,1
40,4
24,11
34,2
18,25
12,85
61,1
39,1
58,1
55,1
13,86
32,3
37,2
54,1
35,3
30,4
19,19
31,4
47,2
28,7
33,4
38,3
64,1
20,12
21,12
16,46
23,14
9,179
7,368
15,45
14,44
43,1
11,102
6,541
8,245
5,846
4,13
3,1
431,1
253,1
145,1
113,1
200,1
142,2
92,2
73,1
43,2
141,1
91,1
80,1
62,1
66,1
26,10
45,5
49,1
47,3
55,1
46,4
20,19
54,1
71,1
31,3
57,2
40,1
72,2
60,2
29,7
74,2
67,1
30,9
33,1
58,1
50,2
37,1
24,13
41,2
52,1
38,2
39,2
34,2
17,36
35,2
53,3
25,16
21,16
27,12
22,11
15,44
48,2
36,2
28,5
42,2
16,35
23,12
18,27
12,99
19,21
11,116
13,60
32,5
10,126
9,192
7,332
14,51
8,252
6,557
5,834
4,12
402,1
46,1
243,1
155,1
146,1
95,1
161,1
115,1
178,1
92,2
98,1
43,6
64,1
77,1
55,2
36,6
45,4
80,1
85,2
94,1
28,10
68,1
32,3
60,2
59,2
108,1
27,8
53,1
57,2
39,3
15,42
73,1
24,11
52,4
41,2
23,13
25,3
29,10
30,7
34,4
50,1
16,44
54,1
58,1
44,2
38,1
47,3
56,1
35,1
40,3
31,1
19,24
22,24
10,159
37,1
14,57
33,4
11,110
20,21
21,18
42,1
9,155
18,24
13,56
26,5
17,21
7,392
12,81
6,496
8,259
5,859
4,8
459,1
355,1
126,1
140,1
76,1
115,1
106,1
105,1
90,1
49,2
100,1
75,1
70,2
37,6
39,4
50,1
46,3
18,25
55,1
62,2
44,5
32,3
45,3
38,5
82,1
41,5
69,1
83,1
43,1
111,1
36,4
21,16
19,26
31,7
26,10
29,9
53,5
22,10
35,4
48,1
61,1
16,44
54,2
27,6
47,1
34,4
24,11
57,1
20,22
42,1
13,65
28,4
56,2
14,55
33,8
11,118
15,43
40,1
17,25
12,83
8,225
23,10
30,3
10,137
9,165
25,7
7,372
6,523
5,868
4,18
599,1
105,1
180,1
90,1
84,1
40,1
174,1
70,2
88,1
111,1
65,1
58,1
107,1
56,1
46,4
27,7
76,2
109,1
22,9
66,1
21,16
79,1
98,1
89,1
71,1
42,3
78,1
50,2
35,6
28,12
60,1
37,7
55,1
34,2
52,3
17,30
24,6
43,1
61,2
30,7
47,1
41,3
45,4
25,11
19,27
44,2
29,7
48,1
16,35
36,3
62,1
15,57
97,1
18,24
33,5
12,90
26,9
13,62
23,17
20,20
9,177
8,227
11,100
14,55
32,3
31,2
10,134
39,1
6,548
7,388
5,829
4,13
543,1
195,1
137,1
207,1
147,1
106,1
45,3
152,1
158,1
39,2
134,1
72,2
35,7
81,1
73,1
87,1
25,10
69,2
65,1
51,2
83,1
42,6
31,6
86,1
77,1
30,10
76,1
74,2
20,19
61,2
33,3
28,7
36,5
29,13
75,1
50,1
27,7
40,6
57,2
24,15
46,1
64,1
43,3
15,43
48,2
55,1
23,9
26,5
52,1
18,27
12,81
32,5
22,13
17,32
19,19
34,3
13,75
16,39
9,174
56,1
8,258
11,91
10,146
37,1
14,35
21,7
5,834
7,367
6,563
4,13
